Rk,Name,Tm,Lg,PA,HR,RBI,SB,BA,OPS,G,GS,Rtot,Pos Summary,rOBA,WAR
289,Ryan Dempster,CHC,NL,14,0,0,0,0.071,0.143,34,0,,P,0.126,
290,Chris Denorfia,CIN,NL,44,1,2,1,0.263,0.785,11,7,2,1B-OF-3B,0.304,
291,Mark DeRosa,TEX,AL,166,8,20,1,0.243,0.764,32,0,,P,0,-0.3
292,Elmer Dessens,LAD,NL,10,0,0,0,0,0,22,10,,P,0.294,0
293,Joey Devine,ATL,NL,1,0,0,0,0,0,1,1,0,C,0.324,0
294,Einar Díaz,STL,NL,139,1,17,0,0.208,0.525,65,0,,P,0.236,0
295,Matt Diaz,KCR,AL,97,1,9,0,0.281,0.727,15,0,,P,0.34,0
296,Victor Diaz,NYM,NL,313,12,38,6,0.257,0.797,18,16,,P,0,
297,Mike Difelice,NYM,NL,19,0,0,0,0.118,0.328,53,51,-2,C-OF,0.316,0
298,Joe Dillon,FLA,NL,39,1,1,0,0.167,0.488,26,13,,P,0.311,0.4
299,Greg Dobbs*,SEA,AL,154,1,20,1,0.246,0.619,23,23,,P,0.329,0
300,Scott Dohmann,COL,NL,1,0,0,0,0,0,72,72,-2,OF,0.353,-0.2
301,Juan Dominguez,TEX,AL,0,0,0,0,,,1,0,,P,0.284,3.2
302,Andy Dominique,TOR,AL,3,0,0,0,0,0.333,45,42,-1,OF,0.304,0
303,Brendan Donnelly,LAA,AL,1,0,0,0,0,0,15,3,,P,0.23,-0.7
304,Sean Douglass,DET,AL,2,0,0,0,0,0,65,0,,P,0,
305,Ryan Doumit#,PIT,NL,257,6,35,2,0.255,0.722,7,2,,P,0.378,0
306,Scott Downs*,TOR,AL,0,0,0,0,,,34,27,1,OF,0.101,0.1
307,Ryan Drese,TOT,MLB,20,0,0,0,0.067,0.133,14,14,,P,0.159,1.4
308,Ryan Drese,TEX,AL,1,0,0,0,0,0,2,0,0,1B-OF,0.431,0
309,Ryan Drese,WSN,NL,19,0,0,0,0.071,0.143,158,153,-2,OF-1B,0.326,0
310,J.D. Drew*,LAD,NL,311,15,36,1,0.286,0.931,1,1,0,1B,0,2.9
311,Travis Driskill,HOU,NL,0,0,0,0,,,133,131,2,2B-OF,0.185,-0.3
312,Jason Dubois,TOT,MLB,202,9,24,0,0.235,0.736,1,0,-2,3B,0.356,1.9
313,Jason Dubois,CHC,NL,152,7,22,0,0.239,0.761,141,138,-3,OF-1B-SS,0.375,-0.2
314,Jason Dubois,CLE,AL,50,2,2,0,0.222,0.656,83,65,0,2B-SS-3B,0.142,2.5
315,Justin Duchscherer,OAK,AL,0,0,0,0,,,24,22,,P,0.356,0.9
316,Brandon Duckworth,HOU,NL,3,0,0,0,0.667,1.667,156,154,13,SS,0.295,0.1
317,Chris Duffy*,PIT,NL,136,1,9,2,0.341,0.814,139,132,23,OF,0.298,2.9
318,Zach Duke*,PIT,NL,31,0,1,0,0.143,0.336,73,61,-1,3B-OF-SS,0.303,4.4
319,Chris Duncan*,STL,NL,10,1,3,0,0.2,0.8,57,0,,P,0.36,-0.3
320,Adam Dunn*,CIN,NL,671,40,101,4,0.247,0.927,31,31,,P,0.31,0.2
321,Erubiel Durazo*,OAK,AL,167,4,16,1,0.237,0.674,50,46,-3,1B,0.359,0
322,Ray Durham#,SFG,NL,560,12,62,6,0.29,0.785,31,1,,P,0.379,-0.6
323,Trent Durrington,MIL,NL,18,0,2,5,0.214,0.552,121,114,9,2B-SS-1B,0,0
324,Jermaine Dye,CHW,AL,579,31,86,11,0.274,0.846,122,82,5,OF,0.237,4.7
325,Damion Easley,FLA,NL,304,9,30,4,0.24,0.732,67,0,,P,0.343,-0.3
326,Adam Eaton,SDP,NL,52,0,2,0,0.174,0.442,56,55,-1,3B,0,0
327,David Eckstein,STL,NL,713,8,61,11,0.294,0.758,139,132,-12,OF,0.453,0.9
328,Jim Edmonds*,STL,NL,567,29,89,5,0.263,0.918,148,147,11,3B,0.307,0.6
329,Mike Edwards,LAD,NL,258,3,15,1,0.247,0.639,19,8,,P,0.152,6.3
330,Joey Eischen*,WSN,NL,4,0,0,0,0.333,0.667,147,144,11,1B,0.883,0
331,Scott Elarton,CLE,AL,2,0,0,0,0,0,10,3,3,SS-2B-3B-1B,0.315,2.1
332,Brad Eldred,PIT,NL,208,12,27,1,0.221,0.737,16,7,,P,0.25,0.4
333,Cal Eldred,STL,NL,2,0,0,0,0,0,3,3,,P,0.329,0
334,Mark Ellis,OAK,AL,486,13,52,1,0.316,0.861,21,21,,P,0.281,0
335,Jason Ellison,SFG,NL,386,4,24,14,0.264,0.677,104,97,2,C,0.222,-0.1
336,Alan Embree*,TOT,AL,0,0,0,0,,,3,3,,P,0.428,0.1
337,Alan Embree*,BOS,AL,0,0,0,0,,,27,0,,P,0.217,
338,Edwin Encarnación,CIN,NL,234,9,31,3,0.232,0.744,150,147,14,SS,0.361,0
339,Juan Encarnacion,FLA,NL,563,16,76,6,0.287,0.795,22,22,1,OF,0.252,2.9
340,Morgan Ensberg,HOU,NL,624,36,101,6,0.283,0.945,86,0,,P,0.402,0
341,Scott Erickson,LAD,NL,14,0,0,0,0.154,0.308,10,0,,P,0.369,0
342,Darin Erstad*,LAA,AL,667,7,66,10,0.273,0.696,72,0,,P,0.237,0
343,Felix Escalona,NYY,AL,17,0,2,0,0.286,0.732,61,47,-7,C-1B,0.218,0
344,Kelvim Escobar,LAA,AL,2,0,0,0,0,0,48,6,,P,0.391,0.8
345,Mike Esposito,COL,NL,6,0,0,0,0.2,0.4,8,0,,P,0.198,-0.2
346,Shawn Estes,ARI,NL,31,0,0,1,0.069,0.207,150,146,15,OF-3B-1B,0.192,
347,Johnny Estrada#,ATL,NL,383,4,39,0,0.261,0.67,66,50,-2,1B-C-OF-3B,0.173,0.9
348,Dana Eveland*,MIL,NL,2,0,0,0,0,0,7,0,,P,0,0
349,Adam Everett,HOU,NL,595,11,54,21,0.248,0.654,7,3,1,1B,0,
350,Carl Everett#,CHW,AL,547,23,87,4,0.251,0.745,151,150,4,OF-3B-2B-SS,0.387,0
351,Scott Eyre*,SFG,NL,3,0,0,0,0,0.333,104,100,-14,OF,0.23,3.9
352,Brian Falkenborg,SDP,NL,0,0,0,0,,,12,10,5,OF,0.321,-0.7
353,Kyle Farnsworth,TOT,MLB,0,0,0,0,,,46,39,-1,C-1B,0.293,0.7
354,Kyle Farnsworth,DET,AL,0,0,0,0,,,50,0,,P,0.298,-0.5
355,Kyle Farnsworth,ATL,NL,0,0,0,0,,,11,0,,P,0.336,0
356,Sal Fasano,BAL,AL,174,11,20,0,0.25,0.785,150,147,18,OF,0,
357,Jeff Fassero*,SFG,NL,14,0,0,0,0,0,7,4,,P,0.367,4.7
358,Pedro Feliz,SFG,NL,615,20,81,0,0.25,0.717,34,28,,P,0.34,-0.1
359,Robert Fick*,SDP,NL,260,3,30,0,0.265,0.705,3,2,,P,0.317,-0.1
360,Prince Fielder*,MIL,NL,62,2,10,0,0.288,0.764,95,88,-3,OF,0,
361,Chone Figgins#,LAA,AL,720,8,57,62,0.29,0.749,36,25,,P,0,
362,Steve Finley*,LAA,AL,440,12,54,8,0.222,0.645,62,0,,P,0.286,2.4
363,Jeff Fiorentino*,BAL,AL,47,1,5,1,0.25,0.64,43,0,,P,0.225,0
364,John Flaherty,NYY,AL,138,2,11,0,0.165,0.458,11,0,,P,0.366,0
365,Randy Flores*,STL,NL,1,0,0,0,0,0,33,33,,P,0.361,0
366,Cliff Floyd*,NYM,NL,626,34,98,12,0.273,0.863,31,0,,P,0.371,0
367,Gavin Floyd,PHI,NL,9,0,0,0,0.111,0.222,62,45,1,1B,0.347,0
368,Josh Fogg,PIT,NL,56,0,3,0,0.106,0.288,67,65,13,OF,0.289,0
369,Mike Fontenot*,CHC,NL,5,0,0,0,0,0.6,32,30,,P,0.31,-0.1
370,Lew Ford,MIN,AL,590,7,53,13,0.264,0.716,13,0,,P,0.363,3
371,Casey Fossum*,TBD,AL,3,0,0,0,0,0,67,0,,P,0.738,0
372,John Foster*,ATL,NL,0,0,0,0,,,94,89,8,2B-OF-3B,0.323,0
373,Keith Foulke,BOS,AL,0,0,0,0,,,6,5,1,OF,0.342,0
374,Chad Fox,CHC,NL,0,0,0,0,,,16,13,1,1B-OF,0.993,2.6
375,Jeff Francis*,COL,NL,71,0,4,0,0.103,0.338,78,0,,P,0,0
376,John Franco*,HOU,NL,0,0,0,0,,,62,0,,P,0.308,-0.3
377,Julio Franco,ATL,NL,265,9,42,4,0.275,0.799,152,152,21,SS,0.409,0
378,Jeff Francoeur,ATL,NL,274,14,45,3,0.3,0.884,10,7,0,2B-SS,0.414,0.1
379,Ryan Franklin,SEA,AL,5,0,0,0,0,0.2,14,0,,P,0.239,6.5
380,Wayne Franklin*,NYY,AL,0,0,0,0,,,10,6,-2,OF,0.299,0.2
381,Jason Frasor,TOR,AL,0,0,0,0,,,36,0,,P,0.335,0
382,Ryan Freel,CIN,NL,432,4,21,36,0.271,0.743,20,18,-4,2B-SS,0.409,0.1
383,Choo Freeman,COL,NL,22,0,0,0,0.273,0.682,33,33,,P,0,0
384,Alejandro Freire,BAL,AL,72,1,4,0,0.246,0.658,15,7,1,SS-2B,0.35,0
385,Brian Fuentes*,COL,NL,0,0,0,0,,,60,59,-10,3B-SS,0.363,-0.1
386,Aaron Fultz*,PHI,NL,3,0,0,0,0.333,0.667,5,0,,P,0.368,-0.1
387,Rafael Furcal#,ATL,NL,689,12,58,46,0.284,0.777,32,32,,P,0.354,0.2
388,J.J. Furmaniak,PIT,NL,30,0,1,0,0.192,0.608,2,2,,P,0.257,0
389,Eric Gagne,LAD,NL,0,0,0,0,,,70,56,7,OF,0.134,0
390,John Gall,STL,NL,39,2,10,0,0.27,0.796,5,3,,P,0.428,0.1
391,Mike Gallo*,HOU,NL,0,0,0,0,,,40,0,,P,0.317,
392,Eddy Garabito#,COL,NL,102,1,8,3,0.307,0.782,2,1,-1,2B-3B,0.108,2.3
393,Freddy Garcia,CHW,AL,9,0,0,0,0,0,58,1,,P,0.182,
394,Jesse Garcia,SDP,NL,39,2,4,0,0.167,0.564,47,41,-2,OF,0.182,0
395,Nomar Garciaparra,CHC,NL,247,9,30,0,0.283,0.772,78,77,-7,1B,0.375,0.2
396,Lee Gardner,TBD,AL,0,0,0,0,,,13,12,-1,SS,0.307,0
397,Ryan Garko,CLE,AL,1,0,0,0,0,0,89,88,5,OF-1B,0,0
398,Jon Garland,CHW,AL,2,0,1,0,0.5,1,62,37,-3,C,0.144,4.6
399,Joey Gathright*,TBD,AL,218,0,13,20,0.276,0.656,155,155,-17,OF,0,-0.3
400,Geoff Geary,PHI,NL,6,0,0,0,0.167,0.333,150,147,-3,2B-3B,0.24,2.2
401,Esteban German,TEX,AL,4,0,1,2,0.75,1.75,39,29,-2,2B-3B-OF,0.353,0.3
402,Franklyn German,DET,AL,0,0,0,0,,,14,1,,P,0.255,4.9
403,Jody Gerut*,TOT,MLB,191,1,14,1,0.253,0.677,13,2,-1,OF,0.049,4
404,Jody Gerut*,TOT,NL,34,0,2,0,0.156,0.425,145,144,-8,3B,0.32,-0.9
405,Jody Gerut*,CLE,AL,157,1,12,1,0.275,0.733,33,33,,P,0.43,
406,Jody Gerut*,CHC,NL,16,0,0,0,0.071,0.33,26,8,-1,1B-OF,0,0
407,Jody Gerut*,PIT,NL,18,0,2,0,0.222,0.5,15,11,,P,0.483,3.4
408,Jason Giambi*,NYY,AL,545,32,87,0,0.271,0.975,5,3,,P,0.36,0.2
409,Tony Giarratano#,DET,AL,47,1,4,1,0.143,0.448,28,4,,P,0.316,-0.4
410,Jay Gibbons*,BAL,AL,518,26,79,0,0.277,0.833,50,48,-5,OF,0.301,0
411,Geronimo Gil,BAL,AL,134,4,17,0,0.192,0.532,9,4,-1,OF,0.275,0
412,Brian Giles*,SDP,NL,674,15,83,13,0.301,0.905,81,55,-2,1B-2B-3B-SS,0,0
413,Marcus Giles,ATL,NL,654,15,63,16,0.291,0.826,10,8,-3,1B-OF,0,
414,Keith Ginter,OAK,AL,156,3,25,0,0.161,0.497,105,97,1,3B-SS,0.31,2.5
415,Charles Gipson,HOU,NL,14,0,1,1,0.182,0.523,124,124,6,SS,0.343,-0.4
416,Troy Glaus,ARI,NL,634,37,97,4,0.258,0.885,1,0,,P,0.047,-0.3
417,Tom Glavine*,NYM,NL,71,0,3,0,0.203,0.43,28,3,,P,0.24,-0.6
418,Ross Gload*,CHW,AL,44,0,5,0,0.167,0.419,152,149,-7,OF,0,1.6
419,Gary Glover,MIL,NL,26,0,1,0,0.1,0.317,116,95,-1,2B-SS-OF-3B-1B,0.363,0.6
420,Ryan Glynn,OAK,AL,1,0,0,0,0,0,51,0,,P,0.43,0
421,Jimmy Gobble*,KCR,AL,0,0,0,0,,,14,13,2,C,0.129,
422,Tyrell Godwin*,WSN,NL,3,0,0,0,0,0,2,0,,P,0.274,0
423,Jonny Gomes,TBD,AL,407,21,54,9,0.282,0.906,79,0,,P,0.209,2.6
424,Alexis Gomez*,DET,AL,18,0,1,0,0.188,0.465,3,1,,P,0.454,0.4
425,Chris Gomez,BAL,AL,254,1,18,2,0.279,0.701,13,5,,P,0.059,0
426,Adrián González*,TEX,AL,162,6,17,0,0.227,0.678,81,74,-4,2B,0.285,0.4
427,Alex Gonzalez,TBD,AL,383,9,38,2,0.269,0.733,63,0,,P,0.27,
428,Alex Gonzalez,FLA,NL,478,5,45,5,0.264,0.686,34,23,0,OF-1B,0.302,0
429,Edgar Gonzalez,ARI,NL,0,0,0,0,,,107,99,-9,2B-3B-1B-SS,0.345,0
430,Juan Gonzalez,CLE,AL,1,0,0,0,0,0,2,0,,P,0,-0.1
431,Luis Gonzalez*,ARI,NL,672,24,79,4,0.271,0.825,45,42,6,OF,0.308,-0.6
432,Luis Gonzalez,COL,NL,442,9,44,3,0.292,0.753,40,0,,P,0.093,0
433,Mike Gonzalez,PIT,NL,0,0,0,0,,,9,6,0,2B-OF-SS,0.331,-1.1
434,Wiki Gonzalez,SEA,AL,47,0,2,0,0.267,0.676,105,94,-7,2B-3B-OF,0.318,1.7
435,Tom Gordon,NYY,AL,0,0,0,0,,,155,149,-8,OF,0.269,
436,Tom Gorzelanny,PIT,NL,2,0,0,0,0,0,121,120,-2,SS,0.423,2.2
437,Mike Gosling*,ARI,NL,7,0,0,0,0,0,33,32,-7,C,0.351,0
438,Ruben Gotay#,KCR,AL,317,5,29,2,0.227,0.632,33,2,,P,0.338,0.1
439,John Grabow*,PIT,NL,0,0,0,0,,,33,33,,P,0.33,0.8
440,Jason Grabowski*,LAD,NL,124,4,12,1,0.161,0.495,1,1,,P,0.302,1.1
441,Tony Graffanino,TOT,AL,417,7,38,7,0.309,0.791,1,1,0,OF,0.295,
442,Tony Graffanino,KCR,AL,217,3,18,3,0.298,0.769,124,124,-25,OF,0.304,0.5
443,Tony Graffanino,BOS,AL,200,4,20,4,0.319,0.812,3,2,,P,0.233,-0.5
444,Curtis Granderson*,DET,AL,174,8,20,1,0.272,0.808,22,0,,P,0.389,0
445,Danny Graves,TOT,NL,0,0,0,0,,,36,36,-12,OF,0.313,0.1
446,Danny Graves,CIN,NL,0,0,0,0,,,47,0,,P,0.181,0
447,Danny Graves,NYM,NL,0,0,0,0,,,37,24,-2,OF,0.155,0
448,Andy Green,ARI,NL,39,0,2,0,0.226,0.617,137,132,16,2B,0.397,3.7
449,Nick Green,TBD,AL,375,5,29,3,0.239,0.675,42,0,,P,0,0.1
450,Shawn Green*,ARI,NL,656,22,73,8,0.286,0.832,58,0,,P,0,
451,Adam Greenberg*,CHC,NL,1,0,0,0,,,120,120,13,OF,0.239,
452,Khalil Greene,SDP,NL,476,15,70,5,0.25,0.727,43,0,,P,0.25,-2.2
453,Todd Greene,COL,NL,134,7,23,0,0.254,0.751,30,26,3,OF,0.412,0
454,Kevin Gregg,LAA,AL,0,0,0,0,,,75,74,-6,SS,0.325,-0.1
455,Zack Greinke,KCR,AL,2,1,1,0,0.5,2.5,142,137,-1,OF,0.172,4.1
456,Seth Greisinger,ATL,NL,2,0,0,0,0,0,1,0,,P,0.322,0
457,Ben Grieve*,CHC,NL,25,0,1,0,0.25,0.65,2,0,0,OF,0.354,0
458,Ken Griffey Jr.*,CIN,NL,555,35,92,0,0.301,0.946,142,133,-6,SS,0.258,5.7
459,John-Ford Griffin*,TOR,AL,13,1,6,0,0.308,1,16,10,0,C,0.227,0
460,Marquis Grissom,SFG,NL,147,2,15,1,0.212,0.533,1,1,0,1B,0.299,1.3
461,Buddy Groom*,TOT,MLB,0,0,0,0,,,104,91,10,OF-2B-SS,0.352,2.5
462,Buddy Groom*,NYY,AL,0,0,0,0,,,4,1,0,OF,0.348,3.6
463,Buddy Groom*,ARI,NL,0,0,0,0,,,40,4,,P,0.277,
464,Gabe Gross*,TOR,AL,102,1,7,1,0.25,0.671,132,128,-5,SS-3B-2B,0.329,0
465,Mark Grudzielanek,STL,NL,563,8,59,8,0.294,0.741,135,122,3,C-1B,0.202,-1.4
466,Kevin Gryboski,TOT,MLB,0,0,0,0,,,19,19,,P,0.282,-0.5
467,Kevin Gryboski,ATL,NL,0,0,0,0,,,28,26,,P,0.294,5.4
468,Eddie Guardado,SEA,AL,0,0,0,0,,,55,0,,P,0.278,0.7
469,Vladimir Guerrero,LAA,AL,594,32,108,13,0.317,0.959,11,9,1,OF,0.331,-0.5
470,Matt Guerrier,MIN,AL,1,0,0,0,0,0,12,12,,P,0.221,0
471,Aaron Guiel*,KCR,AL,121,4,7,1,0.294,0.805,6,0,,P,0.46,3.7
472,Carlos Guillen#,DET,AL,361,5,23,2,0.32,0.803,11,0,,P,0.91,2.8
473,Jose Guillen,WSN,NL,611,24,76,1,0.283,0.817,4,0,,P,0.384,0
474,Franklin Gutierrez,CLE,AL,2,0,0,0,0,0.5,15,4,0,3B-1B,0.181,-0.2
475,Cristian Guzman#,WSN,NL,492,4,31,7,0.219,0.574,32,32,,P,0,0
476,Yamid Haad,SFG,NL,32,0,1,0,0.071,0.263,22,19,,P,0.383,-0.3
477,Travis Hafner*,CLE,AL,578,33,108,0,0.305,1.003,119,104,-3,SS,0.285,0.4
478,Jerry Hairston,CHC,NL,430,4,30,8,0.261,0.704,34,34,,P,0.328,0
479,Scott Hairston,ARI,NL,20,0,0,0,0.1,0.25,8,0,,P,0.287,0
480,John Halama*,TOT,MLB,5,0,0,0,0.2,0.4,52,0,,P,0.357,
481,John Halama*,BOS,AL,0,0,0,0,,,3,2,-2,2B-3B,0.993,-0.2
482,John Halama*,WSN,NL,5,0,0,0,0.2,0.4,11,8,,P,0.228,-0.8
483,Bill Hall,MIL,NL,546,17,62,18,0.291,0.837,5,0,-1,1B-3B-OF,0.339,
484,Toby Hall,TBD,AL,463,5,48,0,0.287,0.683,37,30,1,2B-SS,0.385,1.8
485,Roy Halladay,TOR,AL,2,0,0,0,0,0,16,14,-3,OF,0,0.1
486,Brad Halsey*,ARI,NL,60,0,2,0,0.063,0.229,5,5,-1,1B,0.328,0
487,Chris Hammond*,SDP,NL,3,0,0,0,0,0,45,0,,P,0.287,0
488,Jeffrey Hammonds,WSN,NL,37,0,1,0,0.219,0.536,46,0,,P,0.394,0.1
489,Mike Hampton,ATL,NL,29,1,1,0,0.32,0.826,53,50,1,1B,0.423,
490,Tim Hamulack,NYM,NL,0,0,0,0,,,66,0,,P,0.333,0.3
491,Josh Hancock,CIN,NL,0,0,0,0,,,89,79,-2,OF,0.303,0.5
492,Dave Hansen*,SEA,AL,88,2,11,1,0.173,0.509,53,7,,P,0.3,-0.2
493,Aaron Harang,CIN,NL,78,0,3,0,0.027,0.054,8,6,1,C,0,-0.3
494,J.J. Hardy,MIL,NL,427,9,50,0,0.247,0.711,15,7,,P,0.321,0
495,Dan Haren,OAK,AL,5,0,2,0,0.4,1,50,31,3,3B-1B,0.256,0
496,Tim Harikkala,OAK,AL,0,0,0,0,,,144,142,2,1B,0.274,-0.9
497,Travis Harper*,TBD,AL,1,0,0,0,0,0,31,31,,P,0.152,0
498,Brendan Harris,WSN,NL,10,1,3,0,0.333,1.178,3,3,,P,0,0.2
499,Lenny Harris*,FLA,NL,78,1,13,0,0.314,0.799,21,21,,P,0.348,-0.2
500,Willie Harris*,CHW,AL,139,1,8,10,0.256,0.647,24,1,,P,0.363,-0.1
501,Corey Hart,MIL,NL,63,2,7,2,0.193,0.638,3,0,,P,0.281,-0.2
502,Ken Harvey,KCR,AL,48,1,5,0,0.222,0.626,28,0,,P,0.247,0.9
503,Chad Harville,TOT,MLB,1,0,0,0,0,0,57,0,,P,0.341,4.6
504,Chad Harville,HOU,NL,1,0,0,0,0,0,14,8,0,OF,0.327,0
505,Shigetoshi Hasegawa,SEA,AL,0,0,0,0,,,6,5,0,2B-SS,0.339,
506,Scott Hatteberg*,OAK,AL,523,7,59,0,0.256,0.677,12,12,,P,0.206,0.3
507,LaTroy Hawkins,TOT,NL,0,0,0,0,,,76,65,10,1B-3B-OF-2B-SS,0.206,0
508,LaTroy Hawkins,CHC,NL,0,0,0,0,,,35,35,,P,0.389,0
509,LaTroy Hawkins,SFG,NL,0,0,0,0,,,24,22,,P,0.341,0
510,Brad Hawpe*,COL,NL,351,9,47,2,0.262,0.754,97,94,-1,C,0.101,0
511,Aaron Heilman,NYM,NL,17,0,0,0,0,0.067,67,0,,P,0.182,0.8
512,Chris Heintz,MIN,AL,26,0,2,0,0.2,0.551,29,29,,P,0,-0.4
513,Rick Helling,MIL,NL,14,0,0,0,0,0,85,80,5,OF,0.228,
514,Wes Helms,MIL,NL,188,4,24,0,0.298,0.815,7,6,1,OF,0.303,0.3
515,Todd Helton*,COL,NL,626,20,79,3,0.32,0.979,69,66,6,3B-2B-SS,0.356,0.7
516,Mark Hendrickson*,TBD,AL,7,0,0,0,0.143,0.286,25,14,-2,3B-2B,0.15,0
517,Brad Hennessey,SFG,NL,41,2,5,0,0.231,0.641,32,23,-1,C,0,2.6
518,Clay Hensley,SDP,NL,6,0,0,0,0.167,0.5,10,4,,P,0.387,0
519,Felix Heredia*,NYM,NL,0,0,0,0,,,117,117,0,1B-3B,0.628,-0.1
520,Matt Herges*,TOT,NL,0,0,0,0,,,100,97,5,1B,0,0.6
521,Matt Herges*,SFG,NL,0,0,0,0,,,15,12,0,2B-SS-3B,0.142,-0.4
522,Matt Herges*,ARI,NL,0,0,0,0,,,60,0,,P,0.327,1.5
523,Dustin Hermanson,CHW,AL,0,0,0,0,,,8,4,-1,2B-3B-1B,0.36,-0.1
524,Jeremy Hermida*,FLA,NL,47,4,11,2,0.293,1.017,106,67,-4,OF-1B,0.329,-0.2
525,Anderson Hernandez#,NYM,NL,19,0,0,0,0.056,0.161,123,121,-11,OF,0,0.1
526,José Hernández,CLE,AL,256,6,31,1,0.231,0.614,116,90,-9,OF,0,1.8
527,Liván Hernández,WSN,NL,97,2,7,0,0.244,0.619,6,1,-1,2B-SS-OF,0.231,1.1
528,Orlando Hernandez,CHW,AL,3,0,0,0,0.333,0.667,8,0,,P,0.306,0.2
529,Ramon Hernandez,SDP,NL,392,12,58,1,0.29,0.772,35,19,,P,0,0
530,Roberto Hernandez,NYM,NL,0,0,0,0,,,84,79,4,1B,0.311,-0.4
531,Runelvys Hernandez,KCR,AL,5,0,0,0,0,0,15,15,,P,0.36,-1.1
532,Richard Hidalgo,TEX,AL,339,16,43,1,0.221,0.705,79,0,,P,0.347,2.8
533,Bobby Higginson*,DET,AL,27,0,1,0,0.077,0.188,19,17,-5,1B,0.342,0.2
534,Aaron Hill,TOR,AL,407,3,40,2,0.274,0.727,35,27,3,C,0.359,0
535,Bobby Hill#,PIT,NL,105,0,11,0,0.269,0.676,19,16,,P,0.095,0
536,Koyie Hill#,ARI,NL,91,0,6,0,0.218,0.59,130,120,9,2B,0.346,-0.1
537,Rich Hill*,CHC,NL,6,0,0,0,0.333,0.667,29,29,,P,0.355,3.1
538,Shea Hillenbrand,TOR,AL,645,18,82,5,0.291,0.792,115,115,-9,OF-1B-3B,0.367,0
539,Eric Hinske*,TOR,AL,537,15,68,8,0.262,0.763,14,0,,P,0.286,0
540,Denny Hocking#,KCR,AL,71,0,7,0,0.267,0.655,93,92,-4,OF,0.266,-1
541,Trevor Hoffman,SDP,NL,0,0,0,0,,,24,5,-1,OF,0.361,-0.3
542,Aaron Holbert,CIN,NL,32,0,2,1,0.222,0.624,62,61,-5,OF-1B,0.344,0.6
543,Todd Hollandsworth*,TOT,NL,330,6,36,4,0.244,0.671,133,129,-3,2B,0.356,3.5
544,Todd Hollandsworth*,CHC,NL,290,5,35,4,0.254,0.689,119,108,-1,2B-SS,0,-0.1
545,Todd Hollandsworth*,ATL,NL,40,1,1,0,0.171,0.532,160,159,13,3B-OF,0.459,0.9
546,Matt Holliday,COL,NL,526,19,87,14,0.307,0.866,19,16,,P,0.337,0
547,Damon Hollins,TBD,AL,369,13,46,8,0.249,0.714,63,0,,P,0,3.1
548,Kevin Hooper,DET,AL,7,0,0,0,0.2,0.4,106,105,1,SS,,-0.1
549,Joe Horgan*,WSN,NL,0,0,0,0,,,75,49,-4,3B-SS-2B-OF,0,3.2
550,D.J. Houlton,LAD,NL,35,0,1,0,0.1,0.315,21,21,1,1B-OF,0,2.8
551,Ryan Howard*,PHI,NL,348,22,63,0,0.288,0.924,110,63,0,2B-SS-OF-3B,0,0.4
552,J.P. Howell*,KCR,AL,3,0,0,0,0,0,7,6,,P,0.134,3.4
553,Bob Howry*,CLE,AL,1,0,0,0,0,0,28,28,1,1B,0.104,0.1
554,Justin Huber,KCR,AL,85,0,6,0,0.218,0.527,2,0,,P,0.337,0
555,Ken Huckaby,TOR,AL,96,0,6,0,0.207,0.503,4,0,,P,0.234,-0.2
556,Luke Hudson,CIN,NL,29,0,3,0,0.32,0.77,144,144,5,OF,0,0.3
557,Orlando Hudson#,TOR,AL,501,10,63,7,0.271,0.728,32,0,,P,0,-1.2
558,Tim Hudson,ATL,NL,72,0,6,0,0.138,0.376,20,20,,P,0.302,1.4
559,Aubrey Huff*,TBD,AL,636,22,92,8,0.261,0.749,9,3,,P,0.287,0
560,Travis Hughes,WSN,NL,0,0,0,0,,,157,157,-5,SS,0,1
561,Torii Hunter,MIN,AL,416,14,56,23,0.269,0.788,27,23,-1,2B,,0.1
562,Adam Hyzdu,TOT,MLB,43,0,4,1,0.194,0.536,1,0,0,OF,0.313,0
563,Adam Hyzdu,SDP,NL,25,0,4,1,0.15,0.45,29,20,1,OF,0.148,4.6
564,Adam Hyzdu,BOS,AL,18,0,0,0,0.25,0.646,19,16,-1,C,0.385,
565,Raul Ibanez*,SEA,AL,690,20,89,9,0.28,0.792,101,98,2,1B,0.292,-0.2
566,Tadahito Iguchi,CHW,AL,582,15,71,15,0.278,0.78,33,33,,P,0,0
567,Omar Infante,DET,AL,434,9,43,8,0.222,0.621,4,1,,P,0.314,3.8
568,Brandon Inge,DET,AL,694,16,72,7,0.261,0.749,79,73,11,OF,0.913,-0.3
569,Kazuhisa Ishii*,NYM,NL,30,0,2,0,0.2,0.431,129,126,8,1B,0.913,0
570,Jason Isringhausen,STL,NL,0,0,0,0,,,34,34,,P,0.364,0.2
571,Cesar Izturis#,LAD,NL,478,2,31,8,0.257,0.624,139,90,-7,OF,0.342,0.1
572,Maicer Izturis#,LAA,AL,210,1,15,9,0.246,0.652,18,2,-1,1B-3B-OF-2B,0.299,2.1
573,Conor Jackson,ARI,NL,99,2,8,0,0.2,0.609,5,0,,P,0.254,0.1
574,Damian Jackson,SDP,NL,313,5,23,15,0.255,0.677,1,0,,P,0.259,0
575,Edwin Jackson,LAD,NL,11,0,1,0,0.2,0.473,159,158,19,OF,0,1.4
